CITATION,SAMPLE NAME,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MIN.),LONGITUDE (MAX.),LAND/SEA (SAMPLING),ELEVATION (MIN.),ELEVATION (MAX.),ROCK NAME,ROCK TEXTURE,DRILLING DEPTH (MIN.),DRILLING DEPTH (MAX.),ALTERATION,MINERAL,SPOT,CRYSTAL,RIM/CORE (MINERAL GRAINS),GRAIN SIZE,PRIMARY/SECONDARY,SIO2(WT%),TIO2(WT%),ZRO2(WT%),AL2O3(WT%),CR2O3(WT%),SC2O3(WT%),V2O3(WT%),V2O5(WT%),NB2O5(WT%),FE2O3T(WT%),FE2O3(WT%),FEOT(WT%),FEO(WT%),FET(WT%),CAO(WT%),MGO(WT%),MNO(WT%),BAO(WT%),SRO(WT%),NIO(WT%),ZNO(WT%),COO(WT%),K2O(WT%),NA2O(WT%),LI2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),F(WT%),CL(WT%),SO2(WT%),SO3(WT%),LOI(WT%),O(WT%),TI(WT%),FE(WT%),MG(WT%),MN(WT%),CA(WT%),K(WT%),NA(WT%),CR(WT%),HE(CCMSTP/G),HE(MOL/G),HE3(CCMSTP/G),HE3(MOL/G),HE4(CCMSTP/G),HE4(MOL/G),LI(PPM),LI6(PPM),LI7(PPM),BE(PPM),BE9(PPM),BE10(AT/G),B(PPM),B11(PPM),F(PPM),NE(CCMSTP/G),NEPHELINE(MOL%),NE20(CCMSTP/G),NE20(MOL/G),NE21(CCMSTP/G),NE21(MOL/G),NE22(CCMSTP/G),NE22(MOL/G),NA(PPM),MG(PPM),MG26(PPM),AL(PPM),AL27(PPM),SI(PPM),SI30(PPM),P(PPM),S(PPM),CL(PPM),AR(CCMSTP/G),AR36(CCMSTP/G),AR36(MOL/G),AR40(CCMSTP/G),AR40(MOL/G),K(PPM),K39(PPM),CA(PPM),CA40(PPM),CA42(PPM),CA43(PPM),CA44(PPM),SC(PPM),SC45(PPM),TI(PPM),TI49(PPM),V(PPM),V51(PPM),CR(PPM),CR53(PPM),MN(PPM),FE(PPM),FE57(PPM),CO(PPM),CO59(PPM),NI(PPM),NI60(PPM),CU(PPM),ZN(PPM),ZN66(PPM),GA(PPM),GE(PPM),GE73(PPM),GE74(PPM),AS(PPM),AS(PPB),SE(PPM),BR(PPB),KR84(CCMSTP/G),RB(PPM),RB(PPB),RB85(PPM),SR(PPM),SR(PPB),SR86(PPM),SR88(PPM),Y(PPM),Y(PPB),Y89(PPM),ZR(PPM),ZR(PPB),ZR90(PPM),NB(PPM),NB93(PPM),NB(PPB),MO(PPM),RU(PPB),RH(PPB),PD(PPB),AG(PPM),CD(PPM),CD(PPB),IN(PPM),IN(PPB),SN(PPM),SN(PPB),SB(PPM),TE(PPM),I(PPB),XE130(CCMSTP/G),XE132(CCMSTP/G),CS(PPM),CS133(PPM),BA(PPM),BA(PPB),BA137(PPM),LA(PPM),LA(PPB),LA139(PPM),CE(PPM),CE(PPB),CE140(PPM),PR(PPM),PR(PPB),PR141(PPM),ND(PPM),ND(PPB),ND146(PPM),SM(PPM),SM(PPB),SM147(PPM),EU(PPM),EU(PPB),EU153(PPM),GD(PPM),GD(PPB),GD157(PPM),TB(PPM),TB(PPB),TB159(PPM),DY(PPM),DY163(PPM),DY(PPB),HO(PPM),HO165(PPM),HO(PPB),ER(PPM),ER166(PPM),ER(PPB),TM(PPM),TM(PPB),TM169(PPM),YB(PPM),YB(PPB),YB172(PPM),LU(PPM),LU175(PPM),LU(PPB),HF(PPM),HF(PPB),HF178(PPM),TA(PPM),TA(PPB),TA181(PPM),W(PPM),RE(PPB),RE(PPT),OS(PPB),OS(PPT),IR(PPB),PT(PPB),AU(PPM),HG(PPM),TL(PPM),PB(PPM),PB(PPB),PB206(PPM),PB207(PPM),PB208(PPM),BI(PPM),RA226(PPQ),RA226_ACT(DPM/G),TH(PPM),TH(PPB),TH230_ACT(DPM/G),TH232(PPM),U(PPM),U(PPB),U238(PPM),H2O(PPM),OH(PPM),ND143_ND144,EPSILON_ND,EPSILON_ND_INI,SM147_ND144,SR87_SR86,SR87_SR86_INI,EPSILON_SR_INI,RB87_SR86,PB206_PB204,PB207_PB204,PB207_PB206,PB208_PB204,PB208_PB206,OS187_OS188,RE187_OS188,HF176_HF177,LU176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE3_AR36,HE4_HE3,HE4_AR40,HE4_NE20,HE4_NE22,BE10_BE9,AR36_AR38,AR38_AR36,AR40_AR36,AR40_AR38,AR40_K40,KR80_KR84,KR82_KR84,KR83_KR84,KR86_KR84,NE20_NE22,NE21_NE22,XE124_XE130,XE126_XE130,XE128_XE130,XE128_XE132,XE129_XE130,XE129_XE132,XE130_XE132,XE131_XE130,XE131_XE132,XE132_XE130,XE134_XE130,XE134_XE132,XE136_XE130,XE136_XE132,RA226_TH230_ACT,TH230_TH232,TH230_TH232_ACT,TH230_U238_ACT,U234_U238_ACT,D234U(PER MIL),U238_PB204,U238_TH230_ACT,U238_TH232_ACT,CO2(CCMSTP/G),CO2(MOL/G),LI7_LI6,D7LI(PER MIL),D7LI(VS LSVEC),D7LI(VS NBS8545),D11B(VS NBS951),D13C(VS VPDB),D18O(PER MIL),D18O(VS SMOW),D18O(VS VSMOW),D25MG(PER MIL),D26MG(PER MIL),D25MG(VS DSM3),D26MG(VS DSM3),D43_40CA(VS SRM915A),D44_40CA(VS SRM915A),D43_42CA(VS SRM915A),D44_42CA(VS SRM915A),D51V(VS AA),D53CR(VS SRM979),D56FE(VS IRMM-014),D57FE(VS IRMM-014),D60NI(VS NBS986),ALBITE(MOL%),ACMITE(MOL%),AEGIRINE(MOL%),DIOPSIDE(MOL%),ENSTATITE(MOL%),FERROAUGITE(MOL%),FERROSILITE(MOL%),JADEITE(MOL%),ORTHOCLASE(MOL%),RHODONITE(MOL%),WOLLASTONITE(MOL%),AGE(MA)
[4762] KUNO H. (1954),samp. 15,CONVERGENT MARGIN,IZU-BONIN ARC / IZU ARC / HONSHU / HAKONE / KAZIYA DACITE,"KAZIYA, SOUTHEASTERN FOOT OF HAKONE, KANAGAWA PREFECTURE",35.22,35.22,139.02,139.02,subaerial,,,"DACITE, HYPERSTHENE",,,,,ORTHOPYROXENE,,phenocryst,,,primary,50.26,0.16,,3.13,,,,,,,0.65,,26.54,,1.76,16.36,0.76,,,,,,0.13,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4762] KUNO H. (1954),samp. 18,CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU,"KASIMINE, NEAR NIZYO-SAN, SE OF OSAKA",34.7,34.7,135.6,135.6,subaerial,,,"GABBRO, HYPERSTHENE-HORNBLENDE",,,,,ORTHOPYROXENE,,,,,primary,49.43,0.17,,0.38,,,,,,,0.04,,34.91,,0.71,12.96,1.19,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4768] HELIKER C.C. (1995),samp. 70381-1C,CONVERGENT MARGIN,CASCADES / HIGH CASCADES / WASHINGTON / MOUNT ST. HELENS / CASTLE CREEK FLOWS,,46.2,46.2,-122.18,-122.18,subaerial,,,GABBRO,,,,,ORTHOPYROXENE,,,,,primary,50.58,0.28,,0.97,,,,,,,,25.02,,,1.74,19.48,0.56,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4768] HELIKER C.C. (1995),samp. 70381-1C,CONVERGENT MARGIN,CASCADES / HIGH CASCADES / WASHINGTON / MOUNT ST. HELENS / CASTLE CREEK FLOWS,,46.2,46.2,-122.18,-122.18,subaerial,,,GABBRO,,,,,ORTHOPYROXENE,,,,,primary,50.88,0.14,,1.07,,,,,,,,24.27,,,0.87,19.94,0.8,,,,,,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4768] HELIKER C.C. (1995),samp. 41881-77P,CONVERGENT MARGIN,CASCADES / HIGH CASCADES / WASHINGTON / MOUNT ST. HELENS / CASTLE CREEK FLOWS,,46.2,46.2,-122.18,-122.18,subaerial,,,GABBRO,,,,,ORTHOPYROXENE,,,,,primary,51.46,0.42,,1,,,,,,,,27.75,,,1.93,18.58,0.7,,,,,,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4768] HELIKER C.C. (1995),samp. 80381-54J,CONVERGENT MARGIN,CASCADES / HIGH CASCADES / WASHINGTON / MOUNT ST. HELENS / CASTLE CREEK FLOWS,,46.2,46.2,-122.18,-122.18,subaerial,,,"DIORITE, QUARTZ",,,,,ORTHOPYROXENE,,,,,primary,51.89,0.14,,0.7,,,,,,,,24.22,,,0.7,21,1.54,,,,,,0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4768] HELIKER C.C. (1995),samp. 4138176C,CONVERGENT MARGIN,CASCADES / HIGH CASCADES / WASHINGTON / MOUNT ST. HELENS / CASTLE CREEK FLOWS,,46.2,46.2,-122.18,-122.18,subaerial,,,"NORITE, OLIVINE-HORNBLENDE",,,,,ORTHOPYROXENE,,,,,primary,54.05,0.26,,1.88,,,,,,,,14.09,,,1.23,27.85,0.4,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4770] FICHAUT M. (1989),samp. MA102,CONVERGENT MARGIN,LESSER ANTILLES / LESSER ANTILLES / MARTINIQUE / MOUNT PELEE,,14.5,14.5,-61,-61,subaerial,,,GABBRO,CUMULATE,,,,ORTHOPYROXENE,1,,core,,primary,54.06,0.13,,0.69,0,,,,,,,19.47,,,0.77,23.86,1.23,,,,,,0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.21,,32.25,,,,1.54,
[4770] FICHAUT M. (1989),samp. MA102,CONVERGENT MARGIN,LESSER ANTILLES / LESSER ANTILLES / MARTINIQUE / MOUNT PELEE,,14.5,14.5,-61,-61,subaerial,,,GABBRO,CUMULATE,,,,ORTHOPYROXENE,2,,core,,primary,53.58,0.26,,2.39,0.04,,,,,,,15.95,,,1.36,25.74,0.48,,,,,,0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.62,,25.66,,,,2.72,
[4770] FICHAUT M. (1989),samp. MA168,CONVERGENT MARGIN,LESSER ANTILLES / LESSER ANTILLES / MARTINIQUE / MOUNT PELEE,,14.5,14.5,-61,-61,subaerial,,,DIORITE,CUMULATE,,,,ORTHOPYROXENE,3,,core,,primary,53.33,0.02,,0.58,0,,,,,,,21.95,,,0.95,22.62,1.13,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.38,,35.74,,,,1.88,
[4770] FICHAUT M. (1989),samp. MA168,CONVERGENT MARGIN,LESSER ANTILLES / LESSER ANTILLES / MARTINIQUE / MOUNT PELEE,,14.5,14.5,-61,-61,subaerial,,,DIORITE,CUMULATE,,,,ORTHOPYROXENE,4,,rim,,primary,53.09,0.15,,0.76,0,,,,,,,21.07,,,1.04,22.08,1.24,,,,,,0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.46,,35.43,,,,2.11,
[4770] FICHAUT M. (1989),samp. MA52,CONVERGENT MARGIN,LESSER ANTILLES / LESSER ANTILLES / MARTINIQUE / MOUNT PELEE,,14.5,14.5,-61,-61,subaerial,,,DIORITE,CUMULATE,,,,ORTHOPYROXENE,5,,core,,primary,53.13,0.08,,0.75,0,,,,,,,22.1,,,0.98,21.77,0.69,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.73,,36.27,,,,2,
[4770] FICHAUT M. (1989),samp. MA52,CONVERGENT MARGIN,LESSER ANTILLES / LESSER ANTILLES / MARTINIQUE / MOUNT PELEE,,14.5,14.5,-61,-61,subaerial,,,DIORITE,CUMULATE,,,,ORTHOPYROXENE,6,,rim,,primary,52.67,0.16,,0.73,0.12,,,,,,,23.69,,,1.11,20.1,0.91,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.91,,39.79,,,,2.3,
[4770] FICHAUT M. (1989),samp. MA81902,CONVERGENT MARGIN,LESSER ANTILLES / LESSER ANTILLES / MARTINIQUE / MOUNT PELEE,,14.5,14.5,-61,-61,subaerial,,,DIORITE,CUMULATE,,,,ORTHOPYROXENE,7,,core,,primary,51.05,0.2,,1.2,0,,,,,,,25.65,,,1.21,19.8,1.15,,,,,,0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.44,,42.12,,,,2.44,
[4770] FICHAUT M. (1989),samp. MA81902,CONVERGENT MARGIN,LESSER ANTILLES / LESSER ANTILLES / MARTINIQUE / MOUNT PELEE,,14.5,14.5,-61,-61,subaerial,,,DIORITE,CUMULATE,,,,ORTHOPYROXENE,8,,rim,,primary,50.8,0.19,,0.67,0,,,,,,,25.53,,,1.15,20.12,1.2,,,,,,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.96,,41.74,,,,2.3,
[4787] DE HOOG J. C. M. (2001),samp. GA1,CONVERGENT MARGIN,SUNDA ARC / SUNDA ARC / JAVA / GALUNGGUNG,PARENTAS,-7.25,-7.25,108.066,108.066,subaerial,,2168,SAND,,,,,ORTHOPYROXENE,,phenocryst,,,primary,53.51,0.17,,0.62,,,,,,2.31,,18.71,,,1.51,23.86,0.81,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4,,32.7,,,,2.9,
[4787] DE HOOG J. C. M. (2001),samp. GA3,CONVERGENT MARGIN,SUNDA ARC / SUNDA ARC / JAVA / GALUNGGUNG,BANDUNG,-7.25,-7.25,108.066,108.066,subaerial,,2168,NOT GIVEN,,,,,ORTHOPYROXENE,,phenocryst,,,primary,54.02,0.3,,4.55,,,,,,,,15.95,,,3.23,22.15,0.52,,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.7,,27.4,,,,6.9,
[4796] ALLAN J. F. (2000),samp. F3N3A,OCEAN ISLAND,GALAPAGOS ISLANDS / FERNANDINA (NARBOROUGH),"CALDERA INTERIOR, PLATFORM ON WNW RIM",-0.34,-0.34,-91.47,-91.47,subaerial,1280,1280,THOLEIITIC BASALT,PLAGIOCLASE-PHYRIC,,,,ORTHOPYROXENE,,groundmass,rim,,primary,50.97,0.53,,0.4,0,,,,,,,,28.58,,5.52,13.46,0.38,,,0.11,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2,,47.9,,,,11.9,
[4804] AOKI K.-I. (1970),samp. H-9,CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / IKI ISLANDS,"GONOURA, COAST OF HATSUYAMA",33,34,129.5,130,subaerial,,,"GABBRO, HYPERSTHENE",,,,,ORTHOPYROXENE,,,,,primary,51.26,0.31,,0.98,,,,,,,0.58,,26.34,,0.48,18.81,0.78,,,,,,0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4815] KUBO K. (2002),samp. 1,CONVERGENT MARGIN,KURILE ARC / KURILE ARC / HOKKAIDO / IWANAIDAKE PERIDOTITE,SARUGAWA ULTRAMAFIC MASSIF,42.8,42.8,142.45,142.47,subaerial,,,HARZBURGITE,,,,,ORTHOPYROXENE,,,core,,primary,56.47,0.04,,2.14,0.68,,0,,,,,4.96,,,0.51,34.81,0.16,,,0.08,,,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4815] KUBO K. (2002),samp. 2,CONVERGENT MARGIN,KURILE ARC / KURILE ARC / HOKKAIDO / IWANAIDAKE PERIDOTITE,SARUGAWA ULTRAMAFIC MASSIF,42.8,42.8,142.45,142.47,subaerial,,,HARZBURGITE,,,,,ORTHOPYROXENE,,,core,,primary,56.62,0,,1.82,0.5,,0,,,,,5.55,,,0.81,34.73,0.13,,,0.04,,,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
